x;y;z;Zone;batiment;Paramètres;prof moy;prof;prof h;prof b;lithologie;indices organo;PID;REMSCA N;Arsenic (As);Cadmium (Cd);Chrome (Cr);Cuivre (cu);Mercure (Hg);Nickel (Ni);Plomb (Pb);Zinc (Zn);HYDROCARBURES AROMATIQUES POLYCYCLIQUES (HAP);Naphtalène;Acénaphtylène;Acénaphtène;Fluorène;Phénanthrène;Anthracène;Fluoranthène;Pyrène;Benzo(a)anthracène;Chrysène;Benzo(b)fluoranthène;Benzo(k)fluoranthène;Benzo(a)pyrène;Dibenzo(a.h)anthracène;Benzo(g.h.i)pérylène;Indéno(1.2.3-cd)pyrène;HAP (6 Borneff) - somme;Somme HAP (VROM);HAP (EPA) - somme;COMPOSES AROMATIQUES VOLATILS (CAV - BTEX);Benzène;Toluène;Ethylbenzène;m,p-Xylène;o-Xylène;Naphtalène;Somme Xylènes;BTEX total;COMPOSES ORGANO HALOGENES VOLATILS (COHV);Chlorure de Vinyle;Dichlorométhane;Trichlorométhane;Tétrachlorométhane;Trichloroéthylène;Tétrachloroéthylène;1.1.1-Trichloroéthane;1.1.2-Trichloroéthane;1.1-Dichloroéthane;1.2-Dichloroéthane;1.1-Dichloroéthylène;cis-1.2-Dichloroéthène;Trans-1.2-Dichloroéthylène;Somme cis/trans-1.2-Dichloroéthylènes;Hexachloroéthane;1.1.1.2-Tetrachloroéthane;1.1.2.2-Tetrachloréthane;Chloroéthane;Chlorométhane;Pentachloroethane;Somme COHV;HYDROCARBURES TOTAUX (HCT);Fraction aliphatique C5-C6;Fraction aliphatique C6-C8;Fraction aliphatique C8-C10;Fraction aromatique C6-C8;Fraction aromatique C8-C10;Fraction >C6-C8;Fraction C8-C10;Fraction C5-C10;Hydrocarbures totaux C10-C40;Fraction C10-C12;Fraction C12-C16;Fraction C16-C20;Fraction C20-C24;Fraction C24-C28;Fraction C28-C32;Fraction C32-C36;Hydrocarbures > C21-C35;Fraction C36-C40;ETBE/MTBE;ETBE;MTBE;POLYCHLOROBIPHENYLES (PCB);Somme 6 PCB;Somme 7 PCB (Ballschmiter);PCB (28);PCB (52);PCB (101);PCB (118);PCB (138);PCB (153);PCB (180);Source;reference plan;Nom sondage;profondeur de ;profondeur a ;Somme des C5;Somme des C6;Somme des C7;Somme des C8;Somme des C9;Somme des C10;Cumène;m-. p- Ethyltoluène ;Mésitylène;o-Ethyltoluène;Pseudocumène;Somme des CAV;Aluminum;Acétate d'éthyle;Acétate d'isopropyle;Acétone;Méthyléthylcétone;MIBK;Tétrahydrofurane (THF);1.4-Dioxane;Diéthyléther;Diisopropyléther (DIPE);Diéthoxyméthane;Cyclohexanone;Méthanol;Éthanol;Butanol-1;Butanol-2;Somme des indices aliphatiques et aromatiques;Indice aliphatique >nC10-nC12 ;Indice aliphatique >nC12-nC14 ;Indice aliphatique >nC14-nC16 ;Indice aliphatique >nC16-nC21 ;Indice aliphatique >nC21-nC35 ;Indice aliphatique >nC35-nC40 ;Somme des indices aliphatiques ;Indice aromatique >nC10-nC12 ;Indice aromatique >nC12-nC14 ;Indice aromatique >nC14-nC16 ;Indice aromatique >nC16-nC21 ;Indice aromatique >nC21-nC35 ;Indice aromatique >nC35-nC40 ;Somme des indices aromatiques
1642685.01147315;8174879.96498767;;Station service;B23;B23-T22bis;0.6;;0.2;1;sable fin brun et inclusions calcaires ;;;;4;<0.5;3;3;<0.1;4;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53188449-53188404;;B23_T22bis;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642685.01147315;8174879.96498767;;Station service;B23;B23-T22bis;1.5;;1;2;sable argileux brun;;;;3;4.3;5;3;<0.1;5;<10;7;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.13;0.1;0.06;<0.05;0.09;<0.05;0.05;<0.05;<0.05;<0.05;;;0.43;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53188449-53188404;;B23_T22bis;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642628.44134338;8174922.19129435;;Station service;B23;B23-T26;0.525;;0.05;1;sable fin brun ;;;;5;<0.5;11;3;<0.1;4;<10;8;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53188449-53188404;;B23_T26;0.05;1;2.25;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642628.44134338;8174922.19129435;;Station service;B23;B23-T26;1.5;;1;2;argile brune et inclusions calcaires ;;;;5;<0.5;25;4;<0.1;6;<10;7;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53188449-53188404;;B23_T26;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642599.42566796;8174909.66654236;;Station service;B23;B23-T27;0.525;;0.05;1;sable brun et inclusions calcaires ;;;;7;<0.5;5;3;<0.1;3;<10;7;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.09;0.08;<0.05;<0.05;0.09;<0.05;0.05;<0.05;<0.05;<0.05;;;0.3;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53188449-53188404;;B23_T27;0.05;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642599.42566796;8174909.66654236;;Station service;B23;B23-T27;1.5;;1;2;argile brune et inclusions calcaires ;;;;20;<0.5;32;9;<0.1;22;22;21;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;26;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53188449-53188404;;B23_T27;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642755.5200826;8174863.3313004;;;B80;B80-T01;0.6;;0.2;1;sable fin brun ;;;;3;<0.5;1;2;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T01;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642755.5200826;8174863.3313004;;;B80;B80-T01;1.5;;1;2;sable fin brun ;;;;8;<0.5;1;2;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T01;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642753.21172976;8174889.74622257;;;B80;B80-T02;0.6;;0.2;1;sable argileux brun calcaires;;;;11;<0.5;14;6;<0.1;12;17;19;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T02;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642757.53181842;8174877.60406083;;;B80;B80-T03;0.6;;0.2;1;sable fin brun et inclusions calcaires ;;;;8;<0.5;2;2;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T03;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642757.53181842;8174877.60406083;;;B80;B80-T03;1.5;;1;2;sable fin brun et inclusions calcaires ;;;;<2.0;<0.5;<1.0;2;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T03;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642772.0584994;8174867.44023571;;;B80;B80-T04;0.6;;0.2;1;sable fin brun et inclusions calcaires ;;;;2;<0.5;1;2;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T04;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642772.0584994;8174867.44023571;;;B80;B80-T04;1.5;;1;2;sable fin brun et inclusions calcaires ;;;;3;<0.5;<1.0;3;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T04;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642783.74826791;8174859.32896776;;;B80;B80-T05;0.6;;0.2;1;sable fin brun et inclusions calcaires ;;;;3;<0.5;2;3;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T05;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642783.74826791;8174859.32896776;;;B80;B80-T05;1.5;;1;2;sable fin brun et inclusions calcaires ;;;;3;<0.5;1;2;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T05;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642766.85561686;8174849.88298422;;;B80;B80-T06;0.6;;0.2;1;sable fin brun et inclusions calcaires ;;;;3;<0.5;2;3;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T06;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642766.85561686;8174849.88298422;;;B80;B80-T06;1.5;;1;2;sable fin brun et inclusions calcaires ;;;;4;<0.5;1;3;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;-;;;;;;;;;;;53188449-53188404;;B80_T06;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;
1642553.54300435;8174947.52412992;;;B86;B86-T02;0.575;;0.15;1;limon argileux brun;;;;9;<0.5;22;10;<0.1;10;26;26;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.07;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;0.07;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;32;<20;<20;<20;;;;;<20;<20;;;<0.1;;;;;;;;;;;53188449-53188404;;B86_T02;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;<1.0;<2.0;<2.0;<1.0;<1.0;<1.0;11;<1.0;<0.1;<1.0;<1.0;<20;<2.0;<2.0;<2.0;;;;;;;;;;;;;;;
1642553.54300435;8174947.52412992;;;B86;B86-T02;2.5;;2;3;argile limoneuse brune avec des inclusions calcaires ;;;;21;<0.5;39;8;<0.1;16;17;15;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;<0.1;;;;;;;;;;;53188449-53188404;;B86_T02;2;3;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;<1.0;<2.0;<2.0;<1.0;<1.0;<1.0;12;<1.0;<0.1;<1.0;<1.0;<20;<2.0;<2.0;<2.0;;;;;;;;;;;;;;;
1642553.54300435;8174947.52412992;;;B86;B86-T02;4.1;;4;4.2;sable argileux brun;;;;45;<0.5;15;5;<0.1;26;15;8;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;<0.1;;;;;;;;;;;53188449-53188404;;B86_T02;4;4.2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;<1.0;<2.0;<2.0;<1.0;<1.0;<1.0;12;<1.0;<0.1;<1.0;<1.0;<20;<2.0;<2.0;<2.0;;;;;;;;;;;;;;;
1642553.41541366;8174963.34537626;;;B86;B86-T03;0.5;;0;1;terre végétale limoneuse ;;;;45;<0.5;57;13;<0.1;26;45;21;;<0.05;<0.05;<0.05;<0.05;0.09;<0.05;0.25;0.19;0.12;0.09;0.2;0.07;0.13;<0.05;0.08;0.09;;;1.3;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;<0.1;;;;;;;;;;;53188449-53188404;;B86_T03;0;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;<1.0;<2.0;<2.0;<1.0;<1.0;<1.0;14;<1.0;<0.1;<1.0;<1.0;<20;<2.0;<2.0;<2.0;;;;;;;;;;;;;;;
1642553.41541366;8174963.34537626;;;B86;B86-T03;2.5;;2;3;argile brune et inclusions calcaires;;;;20;<0.5;36;5;<0.1;10;19;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;<0.1;;;;;;;;;;;53188449-53188404;;B86_T03;2;3;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;<1.0;<2.0;<2.0;<1.0;<1.0;<1.0;11;<1.0;<0.1;<1.0;<1.0;<20;<2.0;<2.0;<2.0;;;;;;;;;;;;;;;
1642553.41541366;8174963.34537626;;;B86;B86-T03;4.2;;4;4.4;argile compacte brune;;;;14;<0.5;42;14;<0.1;60;34;18;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;<0.1;;;;;;;;;;;53188449-53188404;;B86_T03;4;4.4;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;<1.0;<2.0;<2.0;<1.0;<1.0;<1.0;8;<1.0;<0.1;<1.0;<1.0;<20;<2.0;<2.0;<2.0;;;;;;;;;;;;;;;
1642573.80956808;8174951.11750725;;;B86;B86-T04;0.5;;0;1;Terre végétale limoneuse brune ;;;;19;<0.5;46;6;<0.1;12;17;10;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;na;;;;;;;;;;;53188449-53188404;;B86_T04;0;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;;;;;;;;;;;;;;;
1642573.80956808;8174951.11750725;;;B86;B86-T04;1.5;;1;2;argile brune et inclusions calcaires ;;;;16;<0.5;37;6;<0.1;12;14;7;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;na;;;;;;;;;;;53188449-53188404;;B86_T04;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;;;;;;;;;;;;;;;
1642573.80956808;8174951.11750725;;;B86;B86-T04;2.4;;2;2.8;argile brune et inclusions calcaires ;;;;15;<0.5;66;12;0.2;35;15;10;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;na;;;;;;;;;;;53188449-53188404;;B86_T04;2;2.8;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;;;;;;;;;;;;;;;
1642656.00575803;8174905.54100863;;Station service;B23;B23-T28;0.625;;0.25;1;sable fin gris;;;;-;-;-;-;-;-;-;-;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;-;-;-;-;-;-;-;;-;;-;-;-;;;;;;;;-;;;<10;<10;<1;<1;;;<10.0;5200;75;1400;2900;;;;;920;<20;;;;;;;;;;;;;;53534464-B23;;B23_T28;0.25;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;4700;75;360;870;2000;620;<20;4000;<20;<20;69;420;260;<20;750
